Tier,Country,City,University,Latitude,Longitude,Course,MinCGPA,MinIELTS,GRE,TuitionUSD,LivingCostUSD,AvgSalaryUSD,AcceptanceRate,JobMarketScore,ROI,VisaDifficulty,SelectionDifficulty
Tier1,Canada,Toronto,Toronto Polytechnic University 26,43.5266,-79.4972,Civil,8.9,7.8,321,8721,19848,122587,12,58,4.29,5,129.7
Tier2,Canada,Toronto,Toronto National Institute of Technology 27,43.7451,-79.2358,Computer Science,6.7,7.0,309,46239,13606,51847,15,89,0.87,10,124.0
Tier2,Canada,Toronto,Toronto School of Technology 28,43.6277,-79.2785,Civil,8.3,6.1,309,17368,18544,89252,67,83,2.49,7,96.4
Tier3,Canada,Toronto,Toronto College of Engineering 29,43.6136,-79.4756,AI & Data Science,8.5,7.0,318,34314,11538,76171,56,56,1.66,1,94.5
Tier2,Canada,Toronto,Toronto Institute of Technology 30,43.6381,-79.3739,Computer Science,6.1,6.7,329,41853,13352,74656,35,93,1.35,3,95.8
Tier1,Canada,Toronto,Toronto Polytechnic University 31,43.6029,-79.5121,Computer Science,6.9,6.6,310,2335,9748,111049,78,55,9.19,1,73.9
Tier3,Canada,Toronto,Toronto University of Engineering 32,43.709,-79.4493,AI & Data Science,6.8,7.1,338,50656,16552,99442,57,90,1.48,5,93.9
Tier1,Canada,Toronto,Toronto School of Technology 33,43.509,-79.3401,Computer Science,6.9,7.7,339,33652,18589,121164,42,81,2.32,4,102.3
Tier3,Canada,Toronto,Toronto University of Engineering 34,43.7629,-79.247,Mechanical,7.2,6.1,308,30416,17083,60253,19,64,1.27,4,108.9
Tier3,Canada,Toronto,Toronto National Institute of Technology 35,43.7406,-79.5152,Electrical,8.6,7.7,310,48146,21995,118901,33,84,1.7,5,117.3
Tier3,Canada,Toronto,Toronto Institute of Technology 36,43.7311,-79.5077,Civil,8.4,6.3,290,9588,12782,78492,5,55,3.51,10,134.7
Tier1,Canada,Toronto,Toronto Polytechnic University 37,43.787,-79.4387,Electrical,7.4,6.0,297,30641,9632,40311,59,83,1.0,10,101.5
Tier3,Canada,Toronto,Toronto National Institute of Technology 38,43.7777,-79.3643,AI & Data Science,7.0,7.0,325,20167,15001,56560,10,74,1.61,9,126.0
Tier1,Canada,Toronto,Toronto National Institute of Technology 39,43.7123,-79.4952,Civil,9.5,7.8,305,39220,17545,52129,45,79,0.92,9,124.2
Tier3,Canada,Toronto,Toronto Technical University 40,43.6195,-79.2339,Electrical,7.2,7.1,307,53915,11384,87317,31,62,1.34,6,110.9
Tier3,Canada,Toronto,Toronto National Institute of Technology 41,43.6969,-79.2562,Computer Science,7.1,6.3,331,6387,19280,115211,50,55,4.49,7,99.7
Tier2,Canada,Toronto,Toronto National Institute of Technology 42,43.7895,-79.4253,AI & Data Science,6.7,7.5,319,54420,18518,83952,88,51,1.15,3,75.5
Tier2,Canada,Toronto,Toronto Technical University 43,43.6075,-79.4184,AI & Data Science,7.9,7.2,302,39602,20160,70313,35,66,1.18,5,110.8
Tier2,Canada,Toronto,Toronto National Institute of Technology 44,43.561,-79.2456,Computer Science,6.6,7.0,311,2902,18096,81059,84,60,3.86,10,89.0
Tier2,Canada,Toronto,Toronto Institute of Technology 45,43.5574,-79.2442,Mechanical,8.5,6.6,326,40022,17472,92416,8,89,1.61,8,130.9
Tier2,Canada,Toronto,Toronto Technical University 46,43.527,-79.4164,Mechanical,6.2,7.0,340,39565,17460,41273,52,80,0.72,7,97.0
Tier1,Canada,Toronto,Toronto School of Technology 47,43.5243,-79.4842,Mechanical,6.3,7.3,316,47859,9571,60466,33,80,1.05,6,106.2
Tier2,Canada,Toronto,Toronto Polytechnic University 48,43.5909,-79.4197,Mechanical,7.1,6.1,340,31913,18631,73300,16,60,1.45,10,121.9
Tier2,Canada,Toronto,Toronto Institute of Technology 49,43.6117,-79.3881,Electrical,8.0,6.5,302,30393,21952,88241,11,80,1.69,4,118.5
Tier1,Canada,Toronto,Toronto National Institute of Technology 50,43.6383,-79.2995,Mechanical,7.5,7.1,314,49259,9352,119979,62,84,2.05,8,100.9
Tier2,Canada,Toronto,Toronto Polytechnic University 51,43.7208,-79.3464,Electrical,7.5,7.5,322,41680,11218,49145,25,97,0.93,7,119.0
Tier1,Canada,Toronto,Toronto National Institute of Technology 52,43.7858,-79.3804,Computer Science,9.2,7.6,338,18126,9843,53842,80,89,1.92,5,96.4
Tier1,Canada,Toronto,Toronto University of Engineering 53,43.6218,-79.2686,AI & Data Science,7.1,6.6,296,36017,10386,86858,39,87,1.87,3,98.4
Tier3,Canada,Toronto,Toronto University of Engineering 54,43.5218,-79.375,Electrical,8.9,7.7,331,207,12326,115396,27,65,9.21,7,125.8
Tier2,Canada,Toronto,Toronto Polytechnic University 55,43.7924,-79.3676,AI & Data Science,7.7,6.5,326,54222,20854,68717,52,94,0.92,2,92.5
Tier2,Canada,Toronto,Toronto University of Engineering 56,43.6361,-79.2446,Electrical,6.6,6.5,321,9642,17146,95611,39,74,3.57,4,97.5
Tier1,Canada,Toronto,Toronto Polytechnic University 57,43.6446,-79.4817,Electrical,7.1,7.7,337,54831,15112,53512,33,58,0.77,4,107.8
Tier1,Canada,Toronto,Toronto University of Engineering 58,43.5256,-79.3104,Civil,9.5,6.9,336,32677,17829,67434,58,67,1.34,6,108.1
Tier1,Canada,Toronto,Toronto National Institute of Technology 59,43.5608,-79.4294,Civil,8.3,6.5,301,16907,8764,56513,5,72,2.2,1,117.0
Tier3,Canada,Toronto,Toronto National Institute of Technology 60,43.6806,-79.4684,AI & Data Science,6.1,6.9,332,20000,18884,90886,58,69,2.34,2,83.1
Tier2,Canada,Vancouver,Vancouver Polytechnic University 1,49.1753,-123.1804,AI & Data Science,7.8,6.4,322,24683,9547,118046,43,98,3.45,5,103.1
Tier3,Canada,Vancouver,Vancouver College of Engineering 2,49.2809,-123.2375,Mechanical,6.8,7.3,326,26429,16277,47208,21,83,1.11,4,110.7
Tier1,Canada,Vancouver,Vancouver Institute of Technology 3,49.2866,-123.1538,AI & Data Science,9.0,7.0,331,28109,13010,49953,38,64,1.21,4,112.0
Tier1,Canada,Vancouver,Vancouver Polytechnic University 4,49.4084,-123.1284,Electrical,6.8,7.7,312,18608,19297,73599,82,82,1.94,6,85.8
Tier3,Canada,Vancouver,Vancouver College of Engineering 5,49.3514,-123.1332,Mechanical,7.1,7.6,322,55180,18103,40784,80,100,0.56,1,77.9
Tier3,Canada,Vancouver,Vancouver College of Engineering 6,49.2327,-123.1804,Mechanical,6.5,6.8,315,39643,19469,104678,37,66,1.77,2,95.2
Tier3,Canada,Vancouver,Vancouver National Institute of Technology 7,49.2477,-123.1499,Computer Science,6.2,7.4,313,38979,16508,65140,81,86,1.17,6,82.1
Tier2,Canada,Vancouver,Vancouver Technical University 8,49.1356,-123.2311,Mechanical,7.4,7.2,290,18804,10179,93183,79,92,3.21,5,86.3
Tier1,Canada,Vancouver,Vancouver College of Engineering 9,49.2254,-123.043,Computer Science,7.5,6.1,299,15093,19176,54051,73,81,1.58,7,89.4
Tier3,Canada,Vancouver,Vancouver University of Engineering 10,49.226,-123.2648,Civil,7.4,6.7,314,33021,17150,125003,36,93,2.49,6,107.8
Tier2,Canada,Vancouver,Vancouver Polytechnic University 11,49.1671,-123.038,Computer Science,8.8,7.5,323,38261,17127,56682,45,100,1.02,5,111.5
Tier3,Canada,Vancouver,Vancouver School of Technology 12,49.3516,-123.0346,Civil,6.8,6.9,313,9362,14952,48625,61,65,2.0,10,101.1
Tier1,Canada,Vancouver,Vancouver University of Engineering 13,49.1411,-123.2262,Computer Science,6.5,6.2,305,11329,19091,125511,84,73,4.13,3,71.3
Tier1,Canada,Vancouver,Vancouver Technical University 14,49.2478,-123.0117,Electrical,7.2,6.6,302,46016,18544,116160,67,66,1.8,2,82.9
Tier1,Canada,Vancouver,Vancouver Polytechnic University 15,49.1872,-123.2228,Mechanical,6.9,7.8,293,14686,21492,59225,34,91,1.64,2,102.7
Tier3,Canada,Vancouver,Vancouver University of Engineering 16,49.1378,-123.2043,Mechanical,6.0,6.8,336,30550,15067,57648,11,79,1.26,8,117.7
Tier2,Canada,Vancouver,Vancouver Polytechnic University 17,49.4129,-123.1293,AI & Data Science,7.4,6.3,305,1315,14529,77512,21,97,4.89,4,109.7
Tier3,Canada,Vancouver,Vancouver National Institute of Technology 18,49.1423,-123.0585,Mechanical,8.7,6.9,338,46466,20002,108576,31,89,1.63,2,109.6
Tier3,Canada,Vancouver,Vancouver School of Technology 19,49.3887,-123.0482,Civil,6.4,6.1,300,35837,19688,84019,33,69,1.51,2,93.9
Tier2,Canada,Vancouver,Vancouver College of Engineering 20,49.2627,-123.0461,Mechanical,7.8,7.9,302,35385,21089,116298,10,58,2.06,4,123.6
Tier3,Canada,Vancouver,Vancouver Technical University 21,49.263,-123.0476,AI & Data Science,7.9,7.4,290,59678,18443,61804,60,64,0.79,8,105.1
Tier2,Canada,Vancouver,Vancouver Institute of Technology 22,49.3947,-123.1422,Mechanical,8.3,7.2,331,49620,11303,116332,50,77,1.91,3,101.3
Tier3,Canada,Vancouver,Vancouver Technical University 23,49.1486,-123.0294,Computer Science,7.9,6.3,295,209,12444,120591,49,79,9.53,4,98.2
Tier2,Canada,Vancouver,Vancouver Institute of Technology 24,49.3106,-123.2609,Electrical,8.8,6.8,337,59035,18823,45953,53,55,0.59,5,104.7
Tier3,Canada,Vancouver,Vancouver College of Engineering 25,49.1686,-123.0027,AI & Data Science,8.9,6.3,320,39204,9912,43192,82,63,0.88,7,92.7
Tier3,Canada,Vancouver,Vancouver Technical University 26,49.3788,-123.0696,Civil,6.9,6.3,305,43119,21976,48821,32,60,0.75,4,101.7
Tier1,Canada,Vancouver,Vancouver Technical University 27,49.371,-122.9844,Mechanical,9.3,7.2,334,46211,9209,66522,78,66,1.2,10,106.3
Tier1,Canada,Vancouver,Vancouver School of Technology 28,49.3075,-123.1698,Mechanical,9.1,7.1,291,13309,9039,60662,42,95,2.71,5,112.9
Tier2,Canada,Vancouver,Vancouver University of Engineering 29,49.2027,-123.0946,Computer Science,8.2,7.1,295,6955,18587,108037,18,95,4.23,8,126.4
Tier2,Canada,Vancouver,Vancouver Institute of Technology 30,49.1697,-122.9722,AI & Data Science,7.7,6.9,297,37883,13768,104916,27,64,2.03,1,104.6
Tier3,Canada,Vancouver,Vancouver Polytechnic University 31,49.3044,-123.1481,AI & Data Science,9.2,6.9,323,34179,10629,51769,17,54,1.16,1,117.1
Tier1,Canada,Vancouver,Vancouver Institute of Technology 32,49.3267,-123.0682,Electrical,8.2,6.9,327,2328,13329,113198,82,82,7.23,7,91.6
Tier1,Canada,Vancouver,Vancouver School of Technology 33,49.1933,-123.0172,AI & Data Science,8.5,6.5,306,53386,8470,72846,42,55,1.18,7,111.5
Tier3,Canada,Vancouver,Vancouver National Institute of Technology 34,49.3593,-123.2102,AI & Data Science,7.3,7.6,293,5357,19000,117313,79,76,4.82,5,87.4
Tier3,Canada,Vancouver,Vancouver Technical University 35,49.3027,-123.0923,Civil,7.3,6.4,302,25278,12402,113560,61,57,3.01,1,83.6
Tier1,Canada,Vancouver,Vancouver Polytechnic University 36,49.3787,-123.0789,Civil,7.7,6.0,333,6020,11879,73150,12,93,4.09,7,120.5
Tier1,Canada,Vancouver,Vancouver University of Engineering 37,49.3541,-123.0093,Civil,7.3,6.3,293,5387,10447,60433,33,57,3.82,9,113.2
Tier1,Canada,Vancouver,Vancouver Technical University 38,49.3672,-122.9806,Electrical,9.3,6.7,321,42254,12400,128308,48,93,2.35,1,101.3
Tier3,Canada,Vancouver,Vancouver National Institute of Technology 39,49.2479,-123.0318,Mechanical,6.8,7.7,327,19339,14922,89678,47,53,2.62,8,107.3
Tier2,Canada,Vancouver,Vancouver Institute of Technology 40,49.3966,-123.0794,Computer Science,8.0,7.9,334,53244,18592,73210,90,59,1.02,8,92.6
Tier3,Canada,Vancouver,Vancouver Technical University 41,49.1664,-123.1163,Mechanical,6.9,6.1,322,19909,15426,65047,54,87,1.84,10,101.9
Tier2,Canada,Vancouver,Vancouver Technical University 42,49.176,-123.0328,Mechanical,7.4,6.4,329,46213,21956,96146,61,97,1.41,10,102.1
Tier3,Canada,Vancouver,Vancouver Polytechnic University 43,49.1332,-123.03,Electrical,6.4,6.2,295,31258,8697,126369,84,85,3.16,4,72.8
Tier2,Canada,Vancouver,Vancouver College of Engineering 44,49.2712,-123.1784,Mechanical,7.6,6.7,313,31228,20851,79484,53,62,1.53,7,102.3
Tier3,Canada,Vancouver,Vancouver College of Engineering 45,49.1509,-123.0865,AI & Data Science,8.9,6.0,290,59013,14072,91978,75,53,1.26,8,97.0
Tier3,Canada,Vancouver,Vancouver Technical University 46,49.2108,-123.1789,Computer Science,7.3,7.0,311,41161,20499,83844,55,57,1.36,10,107.0
Tier1,Canada,Vancouver,Vancouver School of Technology 47,49.2053,-123.0248,AI & Data Science,8.9,7.3,292,15779,15066,70397,40,84,2.28,8,119.7
Tier1,Canada,Vancouver,Vancouver Institute of Technology 48,49.1335,-123.0186,Computer Science,8.7,7.4,315,5761,9465,46191,41,56,3.03,9,120.6
Tier1,Canada,Vancouver,Vancouver School of Technology 49,49.3116,-123.0679,Civil,6.9,7.9,322,16435,21303,128527,46,62,3.41,1,95.1
Tier3,Canada,Vancouver,Vancouver Institute of Technology 50,49.2293,-123.2055,AI & Data Science,6.4,6.5,313,13052,9486,94334,51,56,4.19,1,84.5
Tier1,Canada,Vancouver,Vancouver University of Engineering 51,49.4004,-123.1992,Electrical,8.6,6.9,328,56155,17941,107094,19,52,1.45,6,123.1
Tier2,Canada,Vancouver,Vancouver National Institute of Technology 52,49.1852,-123.2373,Electrical,6.0,7.5,313,2773,21952,100697,15,100,4.07,1,104.5
Tier1,Canada,Vancouver,Vancouver Technical University 53,49.2114,-123.0617,Electrical,6.2,6.2,338,28171,20506,118869,40,53,2.44,2,89.8
Tier3,Canada,Vancouver,Vancouver National Institute of Technology 54,49.1599,-123.1339,Mechanical,8.1,6.9,328,17352,18795,62824,37,87,1.74,6,111.6
Tier2,Canada,Vancouver,Vancouver School of Technology 55,49.4101,-123.091,Mechanical,7.7,7.3,323,2916,10878,73550,48,79,5.33,4,101.7
Tier1,Canada,Vancouver,Vancouver College of Engineering 56,49.1983,-123.2105,Computer Science,8.4,6.3,290,19484,19570,83549,12,89,2.14,5,121.2
Tier2,Canada,Vancouver,Vancouver Institute of Technology 57,49.1779,-123.2326,Electrical,8.3,7.1,326,58650,8413,117211,5,50,1.75,1,119.4
Tier3,Canada,Vancouver,Vancouver College of Engineering 58,49.4323,-123.099,Electrical,9.4,7.5,305,52726,20897,83568,88,55,1.14,7,97.0
Tier2,Canada,Vancouver,Vancouver Institute of Technology 59,49.368,-122.9957,Civil,8.1,6.3,340,25217,21527,61984,79,84,1.33,9,94.2
Tier1,Canada,Vancouver,Vancouver National Institute of Technology 60,49.1351,-123.2454,Computer Science,8.1,6.8,333,52244,12729,115472,21,52,1.78,1,109.2
Tier2,Canada,Montreal,Montreal University of Engineering 1,45.4118,-73.6201,AI & Data Science,8.2,6.0,293,9624,16439,123575,34,78,4.74,7,112.0
Tier3,Canada,Montreal,Montreal School of Technology 2,45.5181,-73.5139,AI & Data Science,8.0,7.6,336,30789,12620,77892,15,90,1.79,6,124.9
Tier2,Canada,Montreal,Montreal School of Technology 3,45.609,-73.4407,Electrical,9.1,6.3,313,31808,21738,88261,72,91,1.65,7,98.7
Tier1,Canada,Montreal,Montreal Institute of Technology 4,45.4673,-73.4605,AI & Data Science,8.0,6.4,305,10400,11416,79990,43,60,3.67,6,106.1
Tier2,Canada,Montreal,Montreal Technical University 5,45.3951,-73.6184,AI & Data Science,8.3,7.6,303,56311,15502,63463,39,63,0.88,8,118.4
Tier3,Canada,Montreal,Montreal National Institute of Technology 6,45.4433,-73.6672,Civil,6.5,7.9,310,1691,8830,46288,85,87,4.4,7,85.6
Tier1,Canada,Montreal,Montreal Institute of Technology 7,45.5365,-73.6836,AI & Data Science,8.2,7.3,301,50798,19076,50543,63,97,0.72,8,104.7
Tier2,Canada,Montreal,Montreal Polytechnic University 8,45.3899,-73.4616,Civil,6.1,7.1,327,33811,11863,102182,45,100,2.24,2,90.4
Tier1,Canada,Montreal,Montreal Polytechnic University 9,45.5374,-73.656,Mechanical,8.1,7.6,306,13537,11376,50405,11,71,2.02,1,117.4
Tier2,Canada,Montreal,Montreal Technical University 10,45.6107,-73.5512,Mechanical,7.8,6.1,325,56397,21852,61057,6,99,0.78,10,130.4
Tier2,Canada,Montreal,Montreal School of Technology 11,45.473,-73.5538,Electrical,6.9,7.0,324,5198,9530,110666,56,65,7.51,5,94.5
Tier3,Canada,Montreal,Montreal College of Engineering 12,45.5112,-73.563,Electrical,8.2,6.9,306,12127,14263,49418,45,90,1.87,4,104.1
Tier3,Canada,Montreal,Montreal National Institute of Technology 13,45.4318,-73.5444,Civil,8.5,7.7,331,20799,14459,78771,90,100,2.23,4,86.3
Tier1,Canada,Montreal,Montreal College of Engineering 14,45.6448,-73.6717,Computer Science,8.4,6.3,297,6801,10141,85169,41,96,5.03,1,98.7
Tier2,Canada,Montreal,Montreal Institute of Technology 15,45.5012,-73.6248,Mechanical,8.7,6.8,310,45175,14444,42390,66,74,0.71,10,107.7
Tier2,Canada,Montreal,Montreal School of Technology 16,45.3588,-73.6082,Electrical,6.4,6.6,309,41216,9831,119590,80,59,2.34,4,76.4
Tier1,Canada,Montreal,Montreal College of Engineering 17,45.5671,-73.6296,AI & Data Science,6.7,6.9,332,28475,17747,129326,90,72,2.8,7,80.1
Tier3,Canada,Montreal,Montreal Technical University 18,45.618,-73.6877,Mechanical,7.4,6.1,300,55806,21699,116269,32,52,1.5,5,105.4
Tier1,Canada,Montreal,Montreal Polytechnic University 19,45.575,-73.4832,Mechanical,7.6,6.5,312,2346,21745,65438,15,65,2.72,10,126.5
Tier1,Canada,Montreal,Montreal Polytechnic University 20,45.3775,-73.6993,Civil,8.7,6.2,292,24804,10032,116156,55,92,3.33,7,104.8
Tier3,Canada,Montreal,Montreal Institute of Technology 21,45.4773,-73.54,AI & Data Science,6.2,6.7,315,9356,11141,48946,50,99,2.39,5,92.8
Tier2,Canada,Montreal,Montreal School of Technology 22,45.4709,-73.4653,Electrical,7.9,7.6,312,33412,10781,127869,83,77,2.89,10,98.4
Tier2,Canada,Montreal,Montreal University of Engineering 23,45.5892,-73.5546,Mechanical,6.9,6.9,309,44897,10839,86852,37,94,1.56,1,95.6
Tier2,Canada,Montreal,Montreal School of Technology 24,45.3876,-73.5291,Computer Science,9.4,7.1,316,30172,17833,105318,78,51,2.19,3,92.4
Tier3,Canada,Montreal,Montreal School of Technology 25,45.6229,-73.5019,Electrical,9.3,6.7,310,59422,11030,47292,65,92,0.67,4,98.8
Tier3,Canada,Montreal,Montreal Institute of Technology 26,45.4615,-73.4729,Civil,8.4,7.7,334,28671,19878,44157,40,87,0.91,2,106.8
Tier3,Canada,Montreal,Montreal National Institute of Technology 27,45.4258,-73.4858,AI & Data Science,6.6,7.5,299,4824,10403,62350,10,83,4.09,9,126.0
Tier1,Canada,Montreal,Montreal School of Technology 28,45.605,-73.6773,Civil,7.8,6.6,311,30807,9705,97136,21,85,2.4,5,114.9
Tier1,Canada,Montreal,Montreal Polytechnic University 29,45.3695,-73.7103,Computer Science,8.6,6.9,336,59437,21281,81735,48,88,1.01,8,112.6
Tier3,Canada,Montreal,Montreal School of Technology 30,45.3687,-73.5725,Civil,7.5,7.6,326,18983,15655,122714,82,97,3.54,3,82.9
Tier1,Canada,Montreal,Montreal Institute of Technology 31,45.5873,-73.6706,Electrical,7.9,7.1,308,34811,14452,127343,69,87,2.58,8,99.4
Tier1,Canada,Montreal,Montreal School of Technology 32,45.5184,-73.5673,Civil,9.0,6.1,295,48582,14819,111995,61,93,1.77,2,92.9
Tier1,Canada,Montreal,Montreal Polytechnic University 33,45.6431,-73.4795,Mechanical,9.3,7.9,293,43359,13812,88030,18,67,1.54,1,121.1
Tier1,Canada,Montreal,Montreal Institute of Technology 34,45.478,-73.5281,AI & Data Science,7.1,6.6,340,6310,14347,47059,65,71,2.28,10,99.4
Tier2,Canada,Montreal,Montreal School of Technology 35,45.6123,-73.6099,Civil,6.6,7.8,293,7837,18898,119557,89,93,4.47,8,85.7
Tier3,Canada,Montreal,Montreal National Institute of Technology 36,45.4288,-73.6968,Mechanical,9.1,6.7,325,40765,12171,43475,69,71,0.82,5,97.8
Tier3,Canada,Montreal,Montreal Technical University 37,45.6386,-73.4582,Mechanical,7.8,7.6,310,26943,14842,107003,49,94,2.56,3,100.9
Tier2,Canada,Montreal,Montreal College of Engineering 38,45.4464,-73.4446,Computer Science,6.7,7.9,312,54414,13654,50895,45,66,0.75,7,106.6
Tier3,Canada,Montreal,Montreal University of Engineering 39,45.4201,-73.5595,Computer Science,8.3,6.7,298,25574,15803,88051,32,73,2.13,9,120.3
Tier1,Canada,Montreal,Montreal University of Engineering 40,45.5248,-73.6384,Computer Science,9.4,7.2,328,34834,18737,86310,6,74,1.61,10,142.8
Tier3,Canada,Montreal,Montreal Institute of Technology 41,45.6322,-73.4202,AI & Data Science,6.5,7.8,325,7312,19036,84291,36,67,3.2,5,105.7
Tier1,Canada,Montreal,Montreal Institute of Technology 42,45.5637,-73.6828,Electrical,6.4,6.0,338,15224,10588,127440,45,99,4.94,1,85.5
Tier2,Canada,Montreal,Montreal National Institute of Technology 43,45.4047,-73.4846,AI & Data Science,8.3,7.8,316,16413,14502,75978,51,57,2.46,6,109.2
Tier3,Canada,Montreal,Montreal College of Engineering 44,45.5051,-73.4442,Computer Science,6.4,6.4,328,46252,13089,123270,70,95,2.08,3,78.6
Tier2,Canada,Montreal,Montreal Institute of Technology 45,45.3697,-73.6796,Electrical,6.1,7.2,324,7486,16065,81850,56,88,3.48,7,95.3
Tier1,Canada,Montreal,Montreal Technical University 46,45.4027,-73.6079,Computer Science,8.7,7.1,311,13040,18130,46642,31,99,1.5,10,126.4
Tier2,Canada,Montreal,Montreal School of Technology 47,45.4883,-73.6517,Computer Science,6.4,7.1,338,41542,18989,41640,81,56,0.69,4,77.9
Tier2,Canada,Montreal,Montreal National Institute of Technology 48,45.6086,-73.5983,Electrical,6.4,7.0,294,9272,12521,113466,84,82,5.21,2,72.0
Tier2,Canada,Montreal,Montreal School of Technology 49,45.5224,-73.441,AI & Data Science,8.2,7.7,327,12851,16005,120152,82,94,4.16,1,82.8
Tier1,Canada,Montreal,Montreal Institute of Technology 50,45.5546,-73.5882,Civil,9.5,6.6,305,31735,13880,124840,26,56,2.74,6,122.9
Tier1,Canada,Montreal,Montreal National Institute of Technology 51,45.5306,-73.6331,Electrical,7.8,6.8,330,19631,17765,43506,77,86,1.16,10,97.7
Tier2,Canada,Montreal,Montreal College of Engineering 52,45.4812,-73.7157,Computer Science,9.2,6.3,324,45643,11107,103958,80,89,1.83,2,85.2
Tier2,Canada,Montreal,Montreal Technical University 53,45.6348,-73.4841,Mechanical,8.2,6.3,292,53877,12947,84272,69,56,1.26,6,93.7
Tier2,Canada,Montreal,Montreal School of Technology 54,45.4806,-73.4501,AI & Data Science,9.2,7.2,291,36051,15426,94063,70,64,1.83,3,95.8
Tier3,Canada,Montreal,Montreal Institute of Technology 55,45.4574,-73.6196,Electrical,8.1,6.9,297,12819,21456,125472,51,87,3.66,6,104.6
Tier3,Canada,Montreal,Montreal Polytechnic University 56,45.4381,-73.6172,Civil,6.9,7.4,316,30148,20866,71231,67,57,1.4,4,88.6
Tier3,Canada,Montreal,Montreal School of Technology 57,45.6204,-73.5645,AI & Data Science,9.3,7.3,299,56647,8975,76842,73,77,1.17,3,95.2
Tier3,Canada,Montreal,Montreal School of Technology 58,45.572,-73.5809,Civil,7.3,6.5,311,21535,12420,116964,10,68,3.44,7,121.5
Tier2,Canada,Montreal,Montreal Polytechnic University 59,45.6246,-73.5149,Civil,7.8,7.2,297,57227,11534,62207,35,90,0.9,7,114.3
Tier2,Canada,Montreal,Montreal Polytechnic University 60,45.5328,-73.6804,Civil,9.1,7.3,305,4915,13484,42359,82,52,2.3,1,85.7
Tier2,Australia,Sydney,Sydney National Institute of Technology 1,-33.7708,151.1511,Computer Science,7.6,7.5,309,54211,16278,89074,43,51,1.26,5,106.5
Tier1,Australia,Sydney,Sydney College of Engineering 2,-33.8486,151.2931,AI & Data Science,9.5,6.2,319,7572,8008,81633,19,70,5.24,9,130.8
Tier3,Australia,Sydney,Sydney Technical University 3,-33.9219,151.2863,Electrical,6.5,7.8,331,12401,20713,49161,84,87,1.48,6,83.7
Tier3,Australia,Sydney,Sydney Technical University 4,-33.8519,151.1919,Mechanical,6.2,7.2,308,3345,20825,66352,26,54,2.75,10,116.8
Tier3,Australia,Sydney,Sydney Institute of Technology 5,-33.9858,151.221,Civil,8.9,6.3,317,2953,12824,109508,57,84,6.94,10,111.2
Tier2,Australia,Sydney,Sydney University of Engineering 6,-33.8539,151.2719,Mechanical,8.4,7.1,299,50337,9799,77583,31,84,1.29,5,114.9
Tier3,Australia,Sydney,Sydney School of Technology 7,-33.8061,151.1648,Civil,9.4,7.2,314,21669,10505,91146,13,89,2.83,8,135.3
Tier3,Australia,Sydney,Sydney Technical University 8,-33.9422,151.3399,AI & Data Science,7.7,6.0,296,22935,13688,63035,72,68,1.72,1,78.5
Tier2,Australia,Sydney,Sydney School of Technology 9,-33.766,151.1676,Civil,8.6,6.3,329,40813,12176,87042,58,80,1.64,5,99.2
Tier1,Australia,Sydney,Sydney College of Engineering 10,-33.923,151.1553,Electrical,8.4,7.3,295,56252,14744,94344,40,58,1.33,2,105.2
Tier1,Australia,Sydney,Sydney Institute of Technology 11,-33.8478,151.2526,Computer Science,6.3,6.4,335,59522,9199,95767,60,82,1.39,4,85.1
Tier2,Australia,Sydney,Sydney College of Engineering 12,-33.8928,151.0862,Civil,8.1,6.3,293,42818,17778,80615,17,90,1.33,7,121.2
Tier2,Australia,Sydney,Sydney School of Technology 13,-33.9595,151.2112,AI & Data Science,8.9,7.5,318,57014,8267,124849,54,51,1.91,5,107.5
Tier3,Australia,Sydney,Sydney Technical University 14,-33.998,151.1514,Electrical,7.0,6.1,295,2903,13156,50732,42,72,3.16,5,98.4
Tier2,Australia,Sydney,Sydney Technical University 15,-33.8476,151.1084,Computer Science,6.0,6.5,330,22583,12100,104118,8,70,3.0,6,114.0
Tier1,Australia,Sydney,Sydney College of Engineering 16,-33.9166,151.3198,Civil,8.5,6.2,335,31647,14015,50281,87,81,1.1,10,93.8
Tier1,Australia,Sydney,Sydney Polytechnic University 17,-33.8085,151.2046,Mechanical,7.2,7.6,297,29169,10935,40950,37,96,1.02,7,111.9
Tier2,Australia,Sydney,Sydney Institute of Technology 18,-33.8472,151.2125,Civil,7.0,7.7,297,28790,21095,103346,20,91,2.07,6,117.8
Tier2,Australia,Sydney,Sydney School of Technology 19,-33.9812,151.2079,Mechanical,9.2,6.0,338,16907,9796,85553,64,61,3.2,8,104.0
Tier1,Australia,Sydney,Sydney Polytechnic University 20,-33.9491,151.1841,Mechanical,8.4,6.0,302,26576,20420,66981,45,83,1.43,3,99.5
Tier3,Australia,Sydney,Sydney University of Engineering 21,-33.9789,151.354,Civil,9.0,7.5,312,22689,18214,87092,85,80,2.13,7,96.5
Tier1,Australia,Sydney,Sydney Technical University 22,-33.8271,151.1638,Computer Science,6.6,7.9,325,48058,11279,67062,26,77,1.13,6,113.6
Tier2,Australia,Sydney,Sydney University of Engineering 23,-33.7509,151.1409,AI & Data Science,8.0,7.3,335,49949,20170,101631,71,65,1.45,6,95.7
Tier1,Australia,Sydney,Sydney University of Engineering 24,-33.7572,151.3085,Computer Science,6.8,6.7,292,25732,9017,124980,15,69,3.6,2,107.3
